"longitude","latitude","Al","Ca","Fe","K","Mg","Na","Ti","Be","Ce","Co","Cr","Cu","Ga","La","Li","Mo","Nb","Ni","Rb","Sc","Sn","Th","Tl","U","V","W","Y"
-104.19741,39.42627,0.537,0.038,0.166,0.265,0.024,0.057,0.026,1.8,126,4.3,28,15,13,58.1,20,0.81,13.5,11.3,95.5,6.8,1.8,25.3,0.6,4.9,50,1.2,22.3
-103.71465,39.38916,0.475,0.053,0.183,0.22,0.037,0.077,0.02,1.8,69.4,8,38,14,12,33.7,17,1.03,10.8,12,97,7.2,1.5,13.1,0.6,2.8,52,0.9,19
-103.37859,39.41858,0.513,0.057,0.156,0.277,0.041,0.084,0.016,1.2,77.4,5.8,26,11,12.5,38.4,18,0.64,9.2,11,103,5,1.3,14.1,0.7,2.3,46,0.8,15.9
-102.87324,39.42134,0.613,0.078,0.237,0.239,0.064,0.083,0.026,2.2,83.7,9.1,36,15.7,15.1,43.3,24,0.83,12.2,17.5,107,8.6,1.9,14.4,0.6,3,65,1.2,20.7
-102.64904,39.38815,0.434,0.064,0.104,0.25,0.024,0.092,0.015,1.1,63.3,2.8,16,4.6,9.44,34,10,0.41,8.4,5.4,95.5,3.4,0.8,9.4,0.6,1.9,30,0.4,11.6
-108.41226,39.35296,0.546,0.309,0.227,0.123,0.097,0.029,0.018,1.6,59.8,8,40,24.1,11.4,32,23,1,6.3,17.8,67.2,7.4,1.2,9.6,0.5,2.5,75,0.7,14.5
-108.09438,39.39334,0.507,0.473,0.232,0.211,0.111,0.109,0.022,1.4,73.5,8.9,43,16.7,10.8,35.7,24,1.19,7.3,24.8,76,7.5,1.2,11.6,0.4,2.5,59,0.7,19.9
-107.52366,39.43768,0.48,0.041,0.168,0.161,0.043,0.077,0.014,1.2,59.7,5.9,24,13,9.46,29.5,16,0.75,5.9,11.2,70.7,4.7,1.1,9,0.4,2.2,44,0.5,12.3
-106.68914,39.35176,0.592,0.072,0.322,0.269,0.073,0.084,0.024,2,94.9,10.6,54,22.2,15.5,45.7,31,0.96,9.8,23.4,126,10.1,1.9,14,0.8,2.1,74,0.9,19.3
-105.84433,39.37427,0.591,0.082,0.215,0.256,0.032,0.132,0.018,1.9,72.5,7.1,100,13.4,14.1,35.3,17,2.09,9.4,26.4,120,5.7,1.7,17.6,0.8,3.6,52,1.2,11.3
-105.75495,39.40394,0.668,0.073,0.337,0.311,0.071,0.14,0.017,3.9,101,8.1,35,24.5,19.2,49,25,2.7,13.2,15.6,141,9.7,2.9,13.4,0.7,6.1,42,2.9,17.9
-105.32951,39.40881,0.636,0.064,0.32,0.371,0.038,0.186,0.021,3.3,299,5.2,23,11.1,22.8,130,22,1.35,44.4,9.7,155,9.1,3,25.6,0.7,4.2,38,1.5,39.4
-104.62601,39.36161,0.525,0.05,0.121,0.276,0.033,0.091,0.013,2.4,66.6,5.4,21,8.3,15.8,31.8,11,0.43,10.8,9.3,128,6.4,1.8,15.3,0.8,2.6,31,1.2,14.2
-103.02579,39.36001,0.591,0.107,0.211,0.257,0.068,0.084,0.023,1.9,76,8.6,36,19.5,13.6,39,24,0.9,11.5,16.6,103,7.7,1.9,12.3,0.6,2.3,65,1,20.9
-102.51943,39.3595,0.536,0.141,0.161,0.253,0.05,0.101,0.02,1.7,62.7,5.1,24,10.3,12,34.2,19,0.63,9.1,10.1,99.5,5.7,1.2,11.2,0.5,2.4,45,0.8,17.2
-108.58659,39.28757,0.317,0.278,0.143,0.165,0.083,0.066,0.012,1,44.9,4.4,19,12.6,7.21,23.4,18,0.8,4.5,10.1,64.1,4.1,0.7,7,0.4,1.6,45,1.1,12.5
-107.67132,39.32999,0.456,0.03,0.18,0.144,0.031,0.056,0.016,1,62.3,5.4,40,16.4,10,29,20,1.09,6.6,14.1,71.9,5.4,1.2,11.2,0.5,2.9,64,0.7,10.1
-106.98549,39.33056,0.448,0.192,0.202,0.175,0.065,0.083,0.012,1.5,36.3,6.5,36,13.4,10.8,18.6,22,1.89,5.4,17.3,73.4,6.2,1.3,6.3,0.5,2,64,0.7,11.5
-104.97003,39.32603,0.383,0.013,0.072,0.451,0.009,0.031,0.019,1.3,92.3,2.5,8,5.3,10.7,41.9,11,0.62,40.3,3.5,171,3,1.4,16.9,0.8,3.1,15,0.9,28.1
-104.73423,39.33,0.474,0.057,0.112,0.246,0.019,0.117,0.009,1.7,79,3.1,14,15.2,11.6,41,6,0.48,8.9,5.8,98.7,3,1.3,16.9,0.6,4,24,1.1,11.8
-104.24602,39.30288,0.436,0.029,0.115,0.268,0.017,0.066,0.022,1.4,169,3.4,18,6.7,11,78.3,12,0.59,11.3,6.1,96.7,4.9,1.2,33.4,0.6,5.6,28,0.7,26.2
-102.27892,39.28665,0.553,0.129,0.211,0.232,0.07,0.084,0.022,2,73.3,8.4,32,16.2,13.8,39.8,27,0.82,11.4,15.6,101,8,1.5,13,0.7,2.8,67,1.3,19.1
-102.24149,39.30154,0.537,0.137,0.175,0.237,0.059,0.092,0.019,1.5,63.8,7.6,72,13.2,12.6,32.3,21,1.55,7.3,30.2,98.6,6.4,1.3,10.6,0.6,2.4,53,0.9,16
-107.92331,39.25415,0.61,0.395,0.288,0.219,0.115,0.09,0.031,1.6,68.4,10.9,49,20.4,13.1,34.8,30,0.88,8.3,30.6,85.4,9,1.5,11,0.5,2.4,75,0.9,20.6
-107.22353,39.27812,0.579,0.214,0.226,0.287,0.049,0.121,0.016,1.9,56.7,7.3,32,17.5,12.7,27.5,19,0.54,5.6,13.7,91.4,7.4,1.4,6.7,0.7,2,54,1.4,14.5
-106.61327,39.30507,0.452,0.122,0.157,0.165,0.036,0.078,0.017,1.5,83.5,5.3,20,14.6,10,43.2,21,1.04,7.4,8.2,73.5,4.6,1.8,13.8,0.5,4.1,35,0.8,12.3
-106.34364,39.27833,0.591,0.047,0.247,0.273,0.045,0.097,0.019,2,99.3,6.6,42,14.8,16.4,45.9,27,1.62,9.7,16.1,156,8.6,3,22.1,1,5.1,59,1.3,12.1
-106.11526,39.27738,0.532,0.14,0.23,0.196,0.075,0.044,0.012,1.9,53.7,7.8,53,55.2,12.9,26.2,26,2.1,6.9,14.8,134,7.5,22.1,9.7,0.8,6.6,40,1.3,11.9
-105.20806,39.29712,0.61,0.076,0.27,0.376,0.026,0.2,0.021,4.2,302,2.4,8,5.1,24,129,23,0.65,69.9,3.7,145,8,4.9,28.7,0.7,3,12,0.9,62.1
-103.99017,39.28298,0.492,0.096,0.212,0.197,0.033,0.066,0.028,1.4,68.4,6.3,25,10.9,11.6,33.9,18,1.16,10.5,11.5,76.4,6.4,1.1,10.4,0.5,2,61,1.3,17.4
-103.86221,39.28543,0.471,0.053,0.173,0.189,0.03,0.057,0.021,1.3,58.5,6.8,22,13.7,10.7,30.8,14,0.92,9,10.4,77.7,5.5,1.3,9.4,0.5,2.2,57,0.6,15.9
-103.11784,39.27304,0.582,0.069,0.222,0.251,0.059,0.076,0.023,1.5,92.6,9.2,34,15.8,14.7,42,23,1.11,12.5,16.2,102,6.8,1.7,15.1,0.7,2.8,68,1,18.6
-102.78035,39.26039,0.401,0.055,0.102,0.248,0.02,0.085,0.013,1.1,48,3.2,15,6.5,9.16,27.2,10,0.5,8.1,7.2,93.4,2.6,0.9,7.9,0.5,1.5,28,0.5,11
-108.52512,39.20785,0.408,0.132,0.184,0.196,0.069,0.065,0.014,1.1,51.8,6,32,14.6,9.49,27.4,22,0.87,5.3,14.9,82,5.8,1.1,7.6,0.5,1.5,53,0.9,13.3
-108.2434,39.19163,0.442,0.318,0.188,0.185,0.074,0.105,0.017,1.1,51.6,6.9,26,13.2,10.2,26.8,19,0.67,5.7,15.4,68.3,6,0.9,6.6,0.4,1.6,49,1,13.4
-107.7505,39.27625,0.701,0.064,0.281,0.226,0.075,0.081,0.02,2,85.5,11,51,25.5,15.4,42.8,30,1.37,8.5,24.5,111,9.7,1.7,12.7,0.7,3.8,74,0.7,19.7
-106.81719,39.24799,0.714,0.068,0.222,0.27,0.087,0.175,0.021,2.2,117,8.4,36,14,16.7,56.7,30,0.48,7.4,15.8,122,10,1.7,14.7,0.7,2.8,53,0.7,21.3
-106.39034,39.23066,0.634,0.061,0.208,0.324,0.041,0.194,0.02,2.1,149,6.1,26,13,18.1,69.8,24,0.77,9.2,10.4,171,4.7,2.3,40.5,1,3.5,44,0.4,15.7
-105.82619,39.24303,0.652,0.142,0.246,0.218,0.068,0.097,0.021,1.8,74.7,8.6,20,15.1,17.3,38,18,1.46,10.9,9,87.4,8.3,1.7,12.2,0.6,4,46,0.8,18.8
-104.57088,39.23051,0.714,0.108,0.237,0.324,0.077,0.168,0.025,2.5,123,6.7,37,19.2,16.9,53.2,21,0.57,19.6,15.9,128,7,2.1,18.2,0.8,3.3,65,1.3,25
-104.17936,39.2266,0.603,0.052,0.194,0.227,0.038,0.047,0.023,1.5,69.9,6,32,16.7,14.5,35.2,22,1.66,12.9,13.4,109,7.7,1.5,12.5,0.7,3.1,70,1,15.6
-103.82652,39.21022,0.501,0.045,0.162,0.259,0.033,0.075,0.021,1.7,83.9,7.1,25,13.9,12.7,41.9,15,0.96,12.9,10.2,107,6.6,1.4,14.1,0.6,2.9,46,1.2,19.4
-103.64024,39.2403,0.621,0.068,0.211,0.164,0.069,0.085,0.023,1.8,64.7,8,42,20.5,13.9,34.1,27,0.99,10.3,18.4,86.2,8.1,1.6,11.7,0.7,2.4,83,0.9,17.2
-103.49168,39.24408,0.127,0.062,0.053,0.059,0.023,0.02,0.006,0.4,14.6,1.8,9,4.6,2.76,7.5,7,0.19,2.5,4.6,22.1,1.9,0.3,2.4,0.1,0.6,21,0.2,4
-103.09921,39.21544,0.543,0.312,0.232,0.229,0.075,0.077,0.022,1.7,78.7,8,33,15.7,13,39.9,25,1.06,10.8,17.7,99.3,7.7,1.5,13.8,0.6,2.6,68,0.8,19.5
-102.39853,39.20011,0.612,0.085,0.229,0.235,0.063,0.077,0.024,1.6,78.7,8.3,40,15.9,14.3,39.3,25,0.87,11.2,17.4,99,7.1,1.7,13.6,0.7,2.4,67,0.9,18.2
-102.14718,39.2006,0.579,0.096,0.213,0.228,0.065,0.089,0.023,1.6,73.8,7.6,34,13.7,13.5,36.7,23,0.97,11.4,14.4,99.2,7.5,1.6,12.2,0.7,2.8,62,1,18.3
-109.01746,39.18462,0.342,0.222,0.126,0.171,0.059,0.053,0.015,0.8,46.7,4.5,20,9.5,6.96,24,22,0.56,5.1,9.2,62.6,4.2,0.8,7,0.4,1.5,31,0.5,11.9
-108.71968,39.14833,0.474,0.264,0.19,0.181,0.089,0.096,0.018,1.4,52.4,5.9,29,16.9,10.3,28.2,24,1.3,6.5,13.6,75.1,5.9,1.3,9.4,0.5,2.7,65,1.2,14.7
-108.57774,39.1608,0.448,0.306,0.211,0.195,0.094,0.071,0.019,1.6,68,7.7,36,15.8,11.2,35.5,23,1.53,7.2,17.5,85.3,7.4,2.3,12.3,0.6,2.4,72,0.9,15.5
-108.15603,39.18882,0.533,0.169,0.193,0.183,0.066,0.078,0.018,1.3,63.4,7.6,22,13.5,10.8,32.1,18,0.59,5.6,15.8,77.3,6.3,1.1,8.7,0.5,2.3,52,0.4,14.3
-107.87644,39.21947,0.561,0.111,0.218,0.213,0.074,0.104,0.022,1.7,57.7,8.3,35,18.3,12.6,27.5,27,0.84,8.8,18.5,87,7.4,1.4,9.1,0.5,2.2,57,0.7,17.5
-107.39091,39.09673,0.789,0.258,0.349,0.183,0.08,0.141,0.03,1.5,77.2,7.8,20,12.8,17.1,42,15,0.32,8.5,9.8,70.5,8.3,1.5,10.1,0.4,1.9,71,0.7,20.4
-106.84505,39.19333,0.686,0.122,0.254,0.186,0.112,0.146,0.026,1.9,70.5,9.3,49,30.9,14.2,35.4,27,1.42,7.8,20.6,95.8,9.6,1.7,9.8,0.6,3.1,76,1.1,17.2
-105.76418,39.16895,0.642,0.101,0.214,0.239,0.05,0.116,0.02,2.1,87.1,6.4,21,17.6,14.9,44.2,24,1.25,12.7,11,121,6.1,2.6,20.7,0.6,4.5,43,1.1,15.5
-105.10648,39.13641,0.474,0.077,0.115,0.379,0.014,0.195,0.011,4.8,99.3,1.8,5,3.7,17,41.5,20,0.86,30.8,2.5,143,3.6,2.6,13.1,0.6,2.4,8,0.7,33.8
-103.75216,39.17185,0.53,0.038,0.142,0.305,0.029,0.085,0.019,1.7,82.5,5.5,23,11.1,11.7,42.7,15,0.82,10.6,9.1,118,5.2,1.3,15,0.5,3.1,43,0.9,20.3
-102.5772,39.15711,0.616,0.096,0.2,0.243,0.061,0.101,0.019,1.8,59.3,7.2,30,274,13.6,30.5,23,0.75,10.9,14.6,103,6.5,1.5,10.5,0.6,2.1,61,0.9,17.5
-107.28813,39.12822,0.496,0.054,0.181,0.142,0.042,0.085,0.028,1.3,52.8,5.9,20,9.5,11.8,27,17,0.34,11.6,7.8,67.6,5.3,1.2,8.5,0.3,2.1,60,1,10.1
-107.25274,39.15488,0.512,0.189,0.194,0.218,0.079,0.08,0.017,1.8,40.1,7.7,41,12,10.7,20.7,29,0.31,5.2,20.3,79.7,7.3,1.4,6.3,0.5,1.6,45,1.3,11.1
-106.84798,39.14467,0.502,0.141,0.218,0.199,0.086,0.068,0.018,1.9,42.9,7.6,51,15.2,12.2,18.8,21,0.46,5.2,23.3,90.2,7.9,1.5,7.1,0.4,2.9,58,0.7,11.2
-106.31766,39.13592,0.112,0.022,0.05,0.038,0.009,0.018,0.003,1.9,68,7.1,7,10,12.9,33.5,4,6.55,7.1,2.6,84.6,7.8,3.7,14.9,2.5,3.2,10,2.2,15.1
-106.01091,39.14874,0.491,0.061,0.174,0.221,0.052,0.07,0.013,1.5,64.3,5.6,30,13.2,12.2,31,25,1.43,7.3,17.5,103,5.5,1.5,11.9,0.7,2.6,35,0.8,12
-105.7159,39.11507,0.615,0.076,0.2,0.249,0.036,0.141,0.019,1.4,98,6,22,14.6,15.2,43.3,18,1.16,9.3,7.5,106,5.9,1.6,18.3,0.7,4.3,45,0.8,14.1
-105.4712,39.12365,0.688,0.261,0.214,0.162,0.099,0.227,0.02,2.6,63.9,8.7,49,16.6,13.4,33.6,19,0.53,6.4,17.7,90.5,11.9,2.1,12.4,0.5,3.3,65,0.7,15
-105.39288,39.10333,0.672,0.037,0.157,0.331,0.029,0.234,0.011,6.4,87,3.6,14,8.5,22.5,40.9,52,0.91,57.1,6,312,5.2,9.6,47.5,1.1,6.5,23,2.5,28.9
-104.76322,39.14379,0.503,0.016,0.06,0.428,0.009,0.069,0.01,1.4,63.6,1.9,7,3.6,13.6,30.6,8,0.35,27.6,3.5,182,2.2,0.9,8.4,0.8,1.7,10,0.6,18.6
-103.09914,39.12801,0.606,0.325,0.23,0.281,0.092,0.093,0.028,1.9,68.7,7.8,37,20.7,13.9,35.4,31,0.85,17.2,19.2,104,7.7,1.7,11.9,0.7,2.4,80,1.2,20
-102.82896,39.12715,0.529,0.075,0.168,0.266,0.042,0.094,0.02,1.3,77.1,6.2,50,11.5,11.9,37.8,16,1.01,10.4,20.3,98.6,5,1.2,14,0.5,2.2,49,0.7,15.9
-108.9497,39.01042,0.394,0.292,0.181,0.187,0.084,0.074,0.011,1.2,35.8,8.5,47,21.2,8.23,17.9,29,0.49,3.2,18.7,71.1,7.4,0.8,4.2,0.4,1.4,49,0.3,10.5
-107.44641,39.11953,0.614,0.093,0.256,0.191,0.08,0.09,0.018,1.5,69.4,7.9,29,17.2,12.6,35.2,23,0.94,6.5,15.9,79.6,7.5,1.3,9.3,0.5,2.5,59,0.4,16.3
-106.81637,39.09155,0.51,0.283,0.301,0.218,0.136,0.036,0.014,2.2,73.4,11.2,31,19.3,12.4,33.1,18,1.28,6.2,14.5,96.8,7.4,2,13.7,0.6,4.2,47,0.8,18.8
-106.40956,39.06727,0.66,0.091,0.255,0.201,0.045,0.138,0.023,1.6,98.4,8,23,12.3,15.9,48.7,21,1.77,7.7,10.9,87.6,7.8,1.5,11.3,0.6,2,44,1.4,13.8
-105.09605,39.09887,0.525,0.058,0.156,0.349,0.018,0.153,0.014,3.6,186,2.5,8,7,17.8,71.5,20,1.38,36.2,3.4,163,5.4,3.9,19.9,0.8,3,14,1.1,41.9
-104.44951,39.07086,0.569,0.033,0.079,0.395,0.013,0.117,0.01,2.2,81.3,1.8,9,3,13.8,41.9,10,0.44,17.5,3.2,157,2.6,1.6,13.4,0.8,2.5,16,0.7,21.1
-104.34882,39.0874,0.558,0.029,0.086,0.312,0.013,0.112,0.012,1.7,102,3.3,14,6.2,12.9,46.8,10,0.44,11.8,4.8,128,3.9,1.4,16.9,0.7,3.2,19,0.6,19.3
-104.0894,39.08145,0.515,0.035,0.117,0.37,0.022,0.085,0.014,1.8,103,3.6,13,8.7,14,52.2,13,0.51,24.9,6.2,148,4.4,1.4,15.4,0.7,2.4,29,1,22.7
-103.97742,39.12091,0.471,0.026,0.083,0.346,0.014,0.077,0.015,1.4,74.5,3.4,11,5.9,10.5,37,8,0.49,14.9,4.7,127,3.1,1,12.3,0.6,1.9,21,0.5,17.5
-103.48003,39.0742,0.395,0.024,0.065,0.306,0.009,0.078,0.008,1.1,53.3,2,6,4.3,8.51,28.4,6,0.37,5.8,4,106,1.7,0.5,9.1,0.5,1.5,16,0.3,8.8
-103.27531,39.069,0.727,0.225,0.324,0.231,0.128,0.062,0.027,2.1,72.3,10.5,59,24.7,16.3,36.8,44,1.44,10,25.7,108,11.1,2.1,12.4,0.6,2.9,133,1.2,21.2
-103.05118,39.06929,0.519,0.131,0.168,0.278,0.045,0.087,0.019,1.8,82.2,6,24,10.3,13.4,44.9,17,0.64,10.2,11.5,114,5.6,1.2,13.9,0.6,2.2,51,0.8,16.8
-102.59436,39.06942,0.647,0.179,0.195,0.134,0.072,0.108,0.027,1.8,86.8,8.5,41,19.4,16,44.9,24,0.98,12.6,18.7,113,8.7,2,15.6,0.7,3.2,69,1,22.1
-102.16686,39.06131,0.441,0.094,0.114,0.298,0.034,0.099,0.013,1.2,45.1,3.8,16,8.8,9.9,24.1,14,0.48,7.2,8,97.1,3.5,0.7,7.1,0.5,1.4,34,0.7,12.6
-108.943,38.95202,0.263,0.022,0.091,0.184,0.026,0.024,0.008,0.6,27.5,3.3,17,10.1,5.76,14.2,19,0.34,2.7,8.1,66,3.6,0.6,3.7,0.4,0.8,23,0.4,6.9
-108.46392,39.02235,0.458,0.472,0.231,0.2,0.1,0.096,0.021,1.3,65.6,6.9,36,16.4,10.6,33.6,30,1.79,4.3,18.2,74.2,6.3,1,10.1,0.5,2.4,87,0.5,16.8
-108.27575,38.99163,0.405,0.685,0.225,0.163,0.112,0.057,0.019,1,56.3,8.7,40,16,9.24,29.5,24,0.76,5.6,25,64.6,7,1,8.2,0.4,1.5,56,0.7,17.1
-108.10052,39.07231,0.601,0.102,0.251,0.313,0.109,0.074,0.027,2,65.2,9.7,42,22.1,13.8,32.3,71,1.47,10.4,22.9,138,8.9,1.6,10.1,0.6,2.9,72,2.4,17.7
-106.79967,39.05442,0.636,0.094,0.45,0.314,0.075,0.105,0.022,2.1,67.9,15.6,59,109,16.2,33.4,17,2.73,9,31.2,93.7,10.9,2.2,9.3,0.6,3.2,98,1,23.5
-106.27271,39.05436,0.615,0.245,0.508,0.224,0.047,0.161,0.023,2.6,81.8,14.4,42,245,19.9,39.7,20,23.4,13.7,8.5,115,9.2,125,12.3,0.8,8.1,46,5.4,27.9
-105.38872,39.04182,0.634,0.085,0.242,0.222,0.06,0.125,0.02,2.2,105,9.1,36,11.4,14.5,53,22,0.52,11,20.9,128,9.9,2.4,20.9,0.7,4.2,46,1,16.8
-104.60735,39.04198,0.663,0.033,0.096,0.449,0.016,0.107,0.016,2.3,83.7,3.6,16,4.6,16.5,44.2,11,0.72,36.6,5.2,196,3.5,1.8,13.2,1,2.9,19,0.7,25.1
-102.28558,39.00195,0.617,0.26,0.197,0.211,0.079,0.106,0.026,1.7,73.1,7.3,46,24.5,13.3,38.9,27,0.85,10.3,25.9,92,7.3,1.4,14.2,0.6,2.8,70,0.9,17.6
-108.71906,38.99408,0.376,0.13,0.108,0.19,0.044,0.046,0.017,1,30.7,3.6,26,15.1,7.31,15.9,21,0.44,4.9,9.1,73,4.1,0.9,6,0.4,1.5,32,0.5,10.3
-107.87145,38.9733,0.497,0.148,0.26,0.205,0.071,0.099,0.028,1.4,66.6,11.6,45,22.3,12.4,32.2,21,0.81,9.1,25.7,78.8,8.5,1.2,8.8,0.5,2,61,0.7,15
-107.35819,38.94044,0.47,0.156,0.235,0.215,0.049,0.112,0.018,1.2,87.6,6.7,27,16.2,12.1,43.1,13,0.66,7.1,14.8,87,6.5,2.4,13.3,0.5,2.2,57,0.6,17.5
-106.33121,39.0055,0.684,0.193,0.54,0.275,0.079,0.138,0.061,2.2,149,13.3,17,15.5,20.4,62.4,27,1.49,14.2,9.2,111,14.5,2.8,14.7,0.7,1.7,68,1.8,38.1
-106.229,39.002,0.643,0.155,0.218,0.192,0.039,0.22,0.022,2,84.8,6.5,22,16.9,16.1,41.2,14,1.82,11.6,9.5,78.2,5.6,1.7,12.2,0.8,2,43,1.2,18.3
-105.60667,39.00694,0.552,0.078,0.225,0.241,0.03,0.127,0.021,1.9,82.1,5.9,23,11.3,13.1,41.3,15,0.79,8.1,8.8,106,6,1.3,15.6,0.5,2.8,54,0.8,14
-105.48797,39.0212,0.717,0.137,0.384,0.242,0.054,0.155,0.032,2.2,108,10,36,17.2,15.7,55.5,23,0.26,10.8,13.5,125,11.1,1.9,21.5,0.7,2.9,65,1.1,17.4
-105.27979,38.96286,0.622,0.074,0.202,0.33,0.034,0.154,0.019,3.8,175,4.1,12,7,20.1,76.8,20,1.01,32.2,5.6,139,8.7,2.9,17.6,0.6,2.4,22,0.9,35.7
-104.26251,38.98356,0.608,0.033,0.142,0.345,0.024,0.084,0.018,2.1,103,5,19,10.5,14.4,50.3,15,0.87,20.6,7.9,138,5.5,1.8,15.1,0.7,3.1,34,0.9,27.2
-103.70229,38.98237,0.527,0.048,0.19,0.297,0.041,0.078,0.023,1.7,72.5,7.6,36,16.4,12.4,36,19,1,15.1,13.9,112,6.3,1.5,11.5,0.7,2.5,56,1.1,20.3
-102.76064,38.95306,0.506,0.073,0.214,0.281,0.06,0.069,0.018,1.5,51,6.4,34,17.3,11.7,29,23,0.69,10.3,18.7,103,5.7,1.1,9.7,0.6,1.9,86,0.8,13.8
-108.66045,38.98667,0.285,0.064,0.068,0.176,0.022,0.04,0.009,0.7,20.2,2.4,14,12.6,5.22,10.4,16,0.33,3.1,5.2,55.3,2.5,0.5,3,0.3,0.7,19,0.3,6.4
-107.92434,38.93733,0.535,0.107,0.263,0.211,0.071,0.088,0.029,1.1,71.8,12.4,44,19.5,12.8,33.1,22,0.78,10.1,25.9,82.4,7.6,1.4,10.1,0.5,2,67,0.8,15.8
-106.95995,38.91915,0.6,0.064,0.246,0.201,0.057,0.105,0.019,2.1,55.7,8.5,46,19.3,14.9,28.6,42,1.74,8.8,19.9,101,8.5,1.7,8.5,0.8,2.2,90,1.3,11.5
-105.96406,38.94698,0.54,0.236,0.334,0.255,0.187,0.078,0.025,1.7,71.8,10.7,48,29.6,13.3,35.1,45,3.31,9.3,27.3,84.2,9.4,1.7,10.8,0.5,3.3,77,1,22
-104.81035,38.95471,0.429,0.014,0.064,0.394,0.007,0.052,0.009,1.2,60.4,1.6,7,3.3,11.1,28.1,7,0.4,21.2,2.8,156,1.7,1.2,10,0.8,1.8,10,0.8,14.5
-104.07204,38.95546,0.417,0.024,0.048,0.362,0.01,0.075,0.007,1.4,55.6,1.9,7,4.6,11.1,30.1,6,0.24,12.4,3.4,141,1.8,0.7,8.2,0.7,1.4,12,0.5,12.7
-103.27464,38.93603,0.402,0.037,0.075,0.339,0.016,0.086,0.009,1.1,47.9,2.4,12,8,9.27,25.1,8,0.47,4.9,4.9,119,2.1,0.5,7.2,0.6,1.3,24,0.3,10.5
-102.16562,38.91507,0.547,0.189,0.216,0.223,0.067,0.083,0.021,1.8,69.1,7.4,32,14.2,13.1,35.5,22,0.8,9.9,15.9,94.1,7.5,1.5,13.2,0.6,2.5,63,0.8,18.9
-108.49818,38.90347,0.548,0.176,0.189,0.146,0.071,0.027,0.02,2.2,69.9,5.9,26,10.1,12.6,34.7,48,1.01,9.8,16.5,75.9,7.2,1.6,10,0.6,2.2,43,1,18.1
-108.33733,38.87219,0.504,0.526,0.226,0.204,0.1,0.067,0.021,1.4,55,8.4,45,21.7,11.5,28,34,6.49,8.2,26.4,81.7,7.4,1.3,9.3,0.8,3.3,107,0.8,17.7
-107.96176,38.87042,0.583,0.711,0.308,0.172,0.158,0.09,0.039,1.5,63.9,13.2,70,23.4,13,34.7,30,1.29,3.5,39.9,70.5,10.3,1.4,10.2,0.5,2.5,114,0.6,19
-107.58546,38.88776,0.56,0.208,0.261,0.202,0.076,0.097,0.027,1.7,58.9,9.4,43,19.8,12.4,30.6,23,1.03,9,21.6,75.8,8.1,1.4,8.4,0.5,1.9,67,1.7,17.7
-107.3363,38.8927,0.544,0.055,0.17,0.23,0.032,0.071,0.016,1.3,72.7,6.5,19,13.6,12.7,34.9,16,0.46,7.7,8.2,99.9,5.5,1.4,12.7,0.5,2.1,40,0.7,12.2
-105.98946,38.9018,0.581,0.118,0.291,0.19,0.098,0.094,0.019,2.1,61.6,10.2,38,20.7,14.6,28.7,30,1.86,8.9,18.4,92.9,8.8,2.1,9.8,0.8,2.7,61,1.2,18.8
-105.9296,38.92851,0.601,0.087,0.254,0.368,0.137,0.037,0.021,2,89,9.2,44,20.1,15.8,38.6,46,2.1,8.3,24.1,129,10.7,1.9,13.7,0.6,3.1,51,1.4,23.9
-105.30318,38.94165,0.625,0.092,0.297,0.27,0.052,0.128,0.03,2.4,97.3,8.5,31,23.1,15.2,45.5,24,1.5,18.4,13.3,109,8.8,2.3,14.9,0.6,2.8,65,1.3,25
-104.83394,38.90068,0.465,0.085,0.148,0.226,0.035,0.034,0.024,1.6,75.8,5.5,24,11.1,11.2,37.2,19,0.85,12.6,11,89.1,5.4,1.4,11.3,0.5,2.1,60,0.8,17.6
-104.45421,38.91072,0.536,0.018,0.059,0.586,0.006,0.118,0.01,2.4,87.8,1.3,3,2.8,16.8,41.7,7,0.54,26.5,2,227,2,1.3,9.9,0.9,3.3,8,0.5,23.4
-103.40464,38.87819,0.428,0.069,0.095,0.287,0.027,0.067,0.008,1.3,51.9,3.6,21,6.2,10.8,26.7,14,0.69,6.6,11.9,123,3,1,9,0.6,1.7,29,0.5,14.3
-102.99645,38.87961,0.512,0.182,0.206,0.222,0.062,0.082,0.019,1.7,62.8,7.5,28,16,12.2,33.9,21,1,10.1,18.2,87.5,5.7,1.6,11.6,0.4,2.2,61,0.8,16.8
-102.59795,38.88188,0.571,0.138,0.201,0.282,0.064,0.088,0.022,1.7,62.2,7.8,30,15.4,12.5,31.4,21,0.8,10.5,16.4,103,6.5,1.4,10,0.6,1.9,63,0.9,18.3
-102.23997,38.85677,0.421,0.045,0.093,0.284,0.018,0.093,0.013,1.2,40.3,2.8,14,4.7,9.18,23,9,0.39,6.3,5.2,102,2.7,0.7,6.6,0.5,1.4,26,0.6,10.9
-108.85587,38.78074,0.475,0.072,0.229,0.218,0.05,0.085,0.025,1.8,62.9,7.4,26,14.8,12,30.6,32,0.58,8.1,12,96,8.7,1.1,8.7,0.5,2.3,51,1.1,17
-107.8782,38.83551,0.575,0.187,0.274,0.218,0.111,0.074,0.027,1.4,73.4,10.3,40,24.1,12.6,35.1,28,1.36,9.4,24.9,83.8,8.6,1.5,10.5,0.6,2.4,79,0.9,18
